A,Method,Horizon,phi,LT,AR,OFR,VI,BO,EI
0,MA,One-step,0.6,10,15.999951080265504,0.9194722640272126,64.90710829245094,8.4874219818149,96.17874868069885
0,LightGBM,One-step,0.6,2,2.651944268124946,0.9628396504172492,1.5593697179089294,4.113284707212732,13.620009903068494
0,LightGBM,One-step,0.6,10,30.7009777630209,0.9232021862870377,56.70099454866391,8.086291369955328,100.78006448596776
0,LightGBM,H-step,0.6,2,1.92246228127916,0.9687450819410532,1.281814103609932,3.505367704550448,12.122821146239868
0,LightGBM,H-step,0.6,10,4.994467625783039,0.969722401022118,15.824822469237084,3.3651747094053124,49.11716726163873
0,LSTM,One-step,0.6,2,2.1464089158406137,0.9631531689951854,1.473065104314662,4.122712881784807,12.953532825416533
0,LSTM,One-step,0.6,10,26.885289692033467,0.9260414188092634,48.63221658471437,7.830611863475973,93.0974173026352
0,LSTM,H-step,0.6,2,1.5402365691436957,0.9714244270303048,1.3681825618262793,3.2577290267105243,13.405292944309476
0,LSTM,H-step,0.6,10,3.5899812949673757,0.9692513896999122,16.894811581203165,3.431837548733592,55.97751724028429
0,ES,One-step,0.9,2,1.2998275920987052,0.95673742304087,0.668673509600713,4.793745464426573,14.72194314200505
0,ES,One-step,0.9,10,9.086116553254485,0.8936473001205716,41.40875358498116,11.993429596538988,141.03298915542018
0,MA,One-step,0.9,2,1.2123770889395349,0.9553931422270708,0.7785732248138038,4.982040525538968,15.341215959603517
0,MA,One-step,0.9,10,7.20775617680814,0.8956750435091536,43.44006531754079,11.71566067074988,136.55140485120714
0,LightGBM,One-step,0.9,2,1.7292792038946363,0.9576399876830398,0.6874190929315747,4.728564234270715,15.787142914030133
0,LightGBM,One-step,0.9,10,14.529905169139251,0.8983302606319968,43.61073085204881,11.581521371846744,152.00181685043896
0,LightGBM,H-step,0.9,2,1.5977047831756293,0.9618052595582062,0.6363867424216674,4.326196119243918,15.166819566307794
0,LightGBM,H-step,0.9,10,8.530365640994487,0.9389021295109012,24.780920824956706,7.376734139214655,111.46591242884708
0,LSTM,One-step,0.9,2,1.662702653906636,0.9582173086287032,0.7013594815245887,4.68038426076719,16.263242361925776
0,LSTM,One-step,0.9,10,15.11155389443403,0.8968473868739864,45.19326012488968,11.716802063341651,156.75106028402243
0,LSTM,H-step,0.9,2,1.3794544108808495,0.9629210611918572,0.6362860975477541,4.271620493085309,15.482860691189652
0,LSTM,H-step,0.9,10,6.911748328188014,0.9269892335834384,25.78863332768868,8.79214856911804,115.2198018997361
10,ES,One-step,0.0,2,1.995842835550904,0.957244248314168,1.7087547981780578,4.749535252592709,14.29822482361027
10,ES,One-step,0.0,10,32.40935334404944,0.9002654645538597,65.77407449809677,9.441064485428177,111.8141605805816
10,MA,One-step,0.0,2,1.6536671398660054,0.956972950693518,1.7814255650115502,4.808328659035658,14.4707402262774
10,MA,One-step,0.0,10,22.813034557271763,0.905925401862424,60.587223189714656,8.845171430802337,102.504851001471
10,LightGBM,One-step,0.0,2,3.0207972391448163,0.9623841360309155,1.475248544870772,4.110910746894211,13.634225204847327
10,LightGBM,One-step,0.0,10,33.59771435702015,0.9139146780202244,52.86120063229102,8.424351091857677,106.0952953071915
10,LightGBM,H-step,0.0,2,1.6630823690998464,0.9708024501285784,1.024525549978865,3.257903973222306,11.069710463795996
10,LightGBM,H-step,0.0,10,1.9551489685420615,0.9827440488426442,3.721518358913648,1.901069009980143,26.54447496145041
10,LSTM,One-step,0.0,2,1.2668830189717233,0.9695228462556096,0.9529267290552472,3.416073955902189,10.6919149027845
10,LSTM,One-step,0.0,10,15.001839481520776,0.923747919665022,40.48445170809217,7.614883712679911,86.53705211581526
10,LSTM,H-step,0.0,2,1.276400723372925,0.9720797646399876,0.944543117161136,3.13048852068389,10.820807614221923
10,LSTM,H-step,0.0,10,1.478696635303172,0.9812468589009532,3.620854956635605,2.066450104442102,25.71234565310135
10,ES,One-step,0.3,2,1.996410209020375,0.9504215277340105,1.857990315714883,5.579073237368843,16.79992058169604
10,ES,One-step,0.3,10,29.17717921593491,0.8838472184183616,77.25464935571043,10.73013716049929,133.53624447757525
10,MA,One-step,0.3,2,1.6874583506934837,0.9484073955402872,2.1058430626566755,5.848619783340367,17.60738394959365
10,MA,One-step,0.3,10,24.281494194834053,0.8857746073700754,75.01543565337913,10.46889017501332,128.04392156497113
10,LightGBM,One-step,0.3,2,2.680749316514976,0.959278127025418,1.4349518496276998,4.507653550412065,15.120320549298208
10,LightGBM,One-step,0.3,10,31.122870753611934,0.8917753357673331,69.6988136368969,10.4191926716387,138.40228493198552
10,LightGBM,H-step,0.3,2,1.8357655266553976,0.9671119393270752,1.0654927674151933,3.6911610578154246,12.68214208130767
10,LightGBM,H-step,0.3,10,1.7860424203270984,0.9784543181446652,5.008292320851566,2.4035310888372354,33.760983695287685
10,LSTM,One-step,0.3,2,1.7535127072550103,0.9640962908383928,1.2090411063284636,4.036176686546825,14.118167212983169
10,LSTM,One-step,0.3,10,25.90631068412075,0.8929350912228416,68.01196568236502,10.280729532443823,133.11312457188066
10,LSTM,H-step,0.3,2,1.3860851950949324,0.9684373133494676,1.0021768845626509,3.5829465827996536,12.829272926304215
10,LSTM,H-step,0.3,10,1.1025446827026073,0.9750940316153794,5.035842840747272,2.766461392677461,32.507692566568586
10,ES,One-step,0.6,2,1.8743920823522977,0.9408949410628124,1.848964629801393,6.741592257651143,20.32157195045377
10,ES,One-step,0.6,10,23.134939308945828,0.8679384391250567,80.89730761241638,12.090542914322208,165.6083281709454
10,MA,One-step,0.6,2,1.6871143732937612,0.936622492494309,2.253919264084526,7.332790950362718,22.10325450077916
10,MA,One-step,0.6,10,21.468147174949205,0.867909013563442,80.67729044030874,12.007609969314071,163.3317642322163
10,LightGBM,One-step,0.6,2,2.5200791488937364,0.9522209128298238,1.298416991248083,5.332742226450675,17.704633742462697
10,LightGBM,One-step,0.6,10,27.270089957290864,0.8781949765615986,80.56457191080699,11.591707686863588,176.38503442542822
10,LightGBM,H-step,0.6,2,1.9604160515556848,0.9614740740117368,1.0135274389838391,4.372586793451812,15.525979627163125
10,LightGBM,H-step,0.6,10,2.545282491318229,0.9683453015319856,8.06365063690038,3.5736239842518773,52.49116683287223
10,LSTM,One-step,0.6,2,2.160484732912587,0.9511958975319672,1.2290653601836898,5.473072274297187,17.321008909485748
10,LSTM,One-step,0.6,10,26.804475114570465,0.8742783122386104,77.57983412908975,11.853216889989389,170.41672125820574
10,LSTM,H-step,0.6,2,1.7465782108906658,0.962094082884421,1.0587323142480938,4.342915831457959,16.76055671508233
10,LSTM,H-step,0.6,10,1.717433461593615,0.9656920819490852,8.724559287642569,3.87032305409061,55.08814166338198
10,ES,One-step,0.9,2,1.4773241111453712,0.9356415438965536,1.1579241113779244,7.412733604798247,22.57664741928956
10,ES,One-step,0.9,10,12.444145042904566,0.8602350116305519,62.70295588135712,13.98523849685627,205.62669124437335
10,MA,One-step,0.9,2,1.4308168947120692,0.929645328342256,1.467637280142758,8.25457447668419,25.13807014440104
10,MA,One-step,0.9,10,12.220750826390722,0.8567116488910801,64.88473517049384,14.239388801707635,208.7324752782047
10,LightGBM,One-step,0.9,2,2.0139140221043705,0.9446075252240722,0.8535211446079151,6.2144334949766185,21.25123376591098
10,LightGBM,One-step,0.9,10,17.07156193819018,0.8727205782949037,67.16739917600985,13.20637628316218,234.23107238983283
10,LightGBM,H-step,0.9,2,1.8412445868089609,0.9527569482812084,0.7484574466643064,5.4319769324402,19.88561944961047
10,LightGBM,H-step,0.9,10,6.631524749149139,0.936810961847776,17.497531580728143,7.386673437869136,115.16157019918872
10,LSTM,One-step,0.9,2,2.021879281411884,0.9379066677191924,0.8715602397029113,6.973255844814614,21.27915364141149
10,LSTM,One-step,0.9,10,17.94172069658311,0.8683431926494951,66.22299986659965,13.516386410080983,226.87429380342417
10,LSTM,H-step,0.9,2,1.728510013744281,0.9333314195426522,0.6472256228199998,7.545590296581259,16.948159017582935
10,LSTM,H-step,0.9,10,5.92863775591274,0.9156749067105572,19.382389357318356,9.763637089374903,119.77250180802729
25,ES,One-step,0.0,2,1.9144962988936127,0.9269678903262986,1.877713136446352,8.529781579573806,25.68646399488689
25,ES,One-step,0.0,10,23.18806930485204,0.8431491845251642,60.97249071301252,12.40005310278193,182.8936100703692
25,MA,One-step,0.0,2,1.806213006221096,0.9193156230441626,2.3962595045074835,9.558503527381877,28.778183556322595
25,MA,One-step,0.0,10,22.06224387102688,0.8436165375349329,57.87914240187389,12.525387148141157,181.41624577079747
25,LightGBM,One-step,0.0,2,2.283748168163997,0.9485012425880904,0.9213874287032692,5.620445412293239,17.961819166232722
25,LightGBM,One-step,0.0,10,24.75434861680955,0.8375341568047682,73.59884582789077,13.638366372525471,209.688345329044
25,LightGBM,H-step,0.0,2,1.6076205337230625,0.9620358148477892,0.5631661634206652,4.17927267797935,13.84289348186954
25,LightGBM,H-step,0.0,10,0.9207629889814568,0.977911609504228,2.144856469431128,2.663349281053728,34.75524041591128
25,LSTM,One-step,0.0,2,1.6708305413472082,0.9531640595872616,0.7988741247115028,5.190738547914645,16.748198596798783
25,LSTM,One-step,0.0,10,22.437513072819208,0.8300891822418648,75.68149664230657,14.337017987303636,208.25569562750692
25,LSTM,H-step,0.0,2,1.4768361113091,0.9624566192645122,0.5698510448467405,4.173605261898354,13.660120690033777
25,LSTM,H-step,0.0,10,0.770189307051746,0.975966294645943,2.419552679602721,2.9287453597302124,35.09227578284485
25,ES,One-step,0.3,2,1.897187287656297,0.909212207035434,1.9802181092593456,10.912921310707205,32.87173571169505
25,ES,One-step,0.3,10,18.73136915182278,0.8412787306832792,55.30701930632991,11.847830427478137,217.11781299466864
25,MA,One-step,0.3,2,1.803826149319888,0.899522554463664,2.573589943985555,12.336469455722655,37.1286256829981
25,MA,One-step,0.3,10,18.46462238986071,0.8512527714607105,50.4411629238408,11.358165979283315,211.82921002386868
25,LightGBM,One-step,0.3,2,2.136477773969763,0.9370310594029856,0.8963358771797805,6.913509765292296,22.101376085098707
25,LightGBM,One-step,0.3,10,19.82992588565063,0.8380208134563873,65.79664543197708,12.574824896455818,243.3386407070031
25,LightGBM,H-step,0.3,2,1.663486162396459,0.9542557189487464,0.5505675385157492,5.016200387293014,16.697665854844637
25,LightGBM,H-step,0.3,10,0.7387563873830342,0.973126472581021,2.446313862400084,3.3881945127808946,45.627662654495566
25,LSTM,One-step,0.3,2,1.7936240923135205,0.9426484593576956,0.8587020928611928,6.347483693804215,21.521817656377507
25,LSTM,One-step,0.3,10,18.86647334195665,0.8343207365850795,68.34725797499355,12.741263762151332,244.95907315329387
25,LSTM,H-step,0.3,2,1.5131881130079017,0.9546169006659372,0.5500242886026718,5.067396876528663,16.697951937085325
25,LSTM,H-step,0.3,10,0.541103908561804,0.9710271929206852,2.618419176226137,3.712885524050177,44.28721745798427
25,ES,One-step,0.6,2,1.8467936603131785,0.8870894900385208,2.017415075453075,14.086911966268667,42.70109521557576
25,ES,One-step,0.6,10,14.180236522042726,0.8559127674171005,44.875338238245135,9.890088315031708,263.297880341277
25,MA,One-step,0.6,2,1.8142236968117795,0.8737554164879607,2.6503607303563745,16.256883258051012,49.12910149910633
25,MA,One-step,0.6,10,14.336402046258817,0.8737690194407112,41.02355957965387,9.06824135608241,259.3590254975902
25,LightGBM,One-step,0.6,2,2.0394131915107563,0.9198309686569482,0.8268401436539802,8.723011002638899,28.23471546829634
25,LightGBM,One-step,0.6,10,15.224263899465406,0.858033745985008,55.82880219721728,10.252907509830914,300.724443013576
25,LightGBM,H-step,0.6,2,1.6579680818507498,0.9420385133823974,0.4938251664277743,6.287415295604887,21.17729606033776
25,LightGBM,H-step,0.6,10,0.8063053968118948,0.9631519844132632,3.266193466908977,4.839818116345179,66.44601468882233
25,LSTM,One-step,0.6,2,1.952970848782141,0.9227211286300084,0.8570806382063658,8.421735621081762,28.150939566810774
25,LSTM,One-step,0.6,10,15.410997381399596,0.8638136716333242,56.07941429485173,9.605285055888944,301.3874250322198
25,LSTM,H-step,0.6,2,1.5930935741010532,0.9482253655030072,0.5695784073138895,5.744476642905821,22.946270249296504
25,LSTM,H-step,0.6,10,0.5836477667336709,0.9614221292257308,2.961057746756192,5.206884490824315,60.026490817634766
25,ES,One-step,0.9,2,1.6833272223508358,0.8782634670225865,1.7598959425767529,15.739605702566756,49.62121631388879
25,ES,One-step,0.9,10,10.687486003162933,0.8573648069577953,43.05197722275552,10.824720323552745,325.76328574118816
25,MA,One-step,0.9,2,1.6725554652927284,0.8640632205755342,2.321423630516793,18.19156359145213,57.37395575699491
25,MA,One-step,0.9,10,11.020725421339762,0.8697021031871952,43.08750496042924,10.259963381505624,328.32299457183456
25,LightGBM,One-step,0.9,2,1.884430212688124,0.9113252226109808,0.7715371129824365,9.885355837703496,33.725873519420944
25,LightGBM,One-step,0.9,10,11.741147536163009,0.8756869713254247,53.03203590859015,10.25249876810645,378.9991476519351
25,LightGBM,H-step,0.9,2,1.690459271927386,0.9299877196374556,0.5430696544757149,7.803782036117542,27.87779047828352
25,LightGBM,H-step,0.9,10,2.683316062822052,0.9351640567735664,7.408015005061517,8.152289386100081,124.89646028925392
25,LSTM,One-step,0.9,2,1.844640490324892,0.9162493918643604,0.8438271146829219,9.614808691820928,35.42218213838931
25,LSTM,One-step,0.9,10,12.81601985612061,0.8774576027525928,51.409201476102886,9.981467123249471,371.57782670824537
25,LSTM,H-step,0.9,2,1.688264382620981,0.9250585104169956,0.563954177679911,8.383029288199753,28.01374845354175
25,LSTM,H-step,0.9,10,2.6256048872164266,0.9229748972385968,7.613811861489453,9.907397792420555,123.23258678343134
